max_verstappen,1
ruttman,1
beltoise,1
rindt,6
mass,1
hamilton,52
alonso,32
patrese,6
keke_rosberg,5
lauda,25
ralf_schumacher,6
wallard,1
mansell,31
rathmann,1
angelis,2
tambay,2
maldonado,1
cevert,1
stewart,27
vettel,42
siffert,2
bonnier,1
kovalainen,1
emerson_fittipaldi,14
ickx,8
reutemann,12
fisichella,3
ricciardo,4
trulli,1
damon_hill,22
bryan,1
hulme,8
hakkinen,20
webber,9
alboreto,5
boutsen,3
ascari,13
montoya,7
parsons,1
rodriguez,2
jack_brabham,14
scarfiotti,1
hawthorn,3
massa,11
gilles_villeneuve,6
watson,5
jones,12
raikkonen,20
taruffi,1
arnoux,7
collins,3
gonzalez,2
fangio,24
revson,2
surtees,6
ginther,1
trintignant,2
vukovich,2
peterson,10
gethin,1
phil_hill,3
barrichello,11
brambilla,1
hunt,10
ireland,1
prost,51
alesi,1
mclaren,4
brooks,6
senna,41
scheckter,10
pironi,3
moss,16
depailler,2
kubica,1
regazzoni,5
piquet,23
gurney,4
michael_schumacher,91
trips,2
baghetti,1
panis,1
mario_andretti,12
fagioli,1
clark,25
bandini,1
ward,1
villeneuve,11
button,15
frentzen,3
laffite,6
hanks,1
flaherty,1
pace,1
jabouille,2
herbert,3
berger,10
nilsson,1
coulthard,13
irvine,4
farina,5
nannini,1
sweikert,1
hill,14
musso,1
rosberg,23